ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
177	"ENSMUSG00000097787.5"	"Sgms1os1"	chr19	+	32367104	32368585	32367104	32367261	32368330	32368585	177	50,96,85,61	0,0,0,0	84,56,40	0,0,1	1218	149	1	1.0	1.0,1.0,1.0,1.0	1.0,1.0,0.83	0.057
178	"ENSMUSG00000097787.5"	"Sgms1os1"	chr19	+	32367104	32368590	32367104	32367430	32368330	32368590	178	33,73,56,38	2,0,0,2	57,31,22	0,1,4	1049	149	0.776119683306	1.0	0.701,1.0,1.0,0.73	1.0,0.815,0.439	0.106
179	"ENSMUSG00000097855.11"	"A930007I19Rik"	chr19	-	29464333	29465983	29464333	29465071	29465770	29465983	179	1,10,5,6	0,0,0,0	1,3,13	0,0,2	848	149	1	1.0	1.0,1.0,1.0,1.0	1.0,1.0,0.533	0.156
181	"ENSMUSG00000118038.4"	"Gm9895"	chr19	+	29044638	29044982	29044638	29044666	29044935	29044982	181	10,21,10,10	1,0,1,0	8,14,11	1,0,0	418	149	1	1.0	0.781,1.0,0.781,1.0	0.74,1.0,1.0	-0.023
184	"ENSMUSG00000024924.15"	"Vldlr"	chr19	+	27194419	27195096	27194419	27194532	27194942	27195096	184	72,116,66,47	0,0,1,3	62,97,52	0,0,0	559	149	1	1.0	1.0,1.0,0.946,0.807	1.0,1.0,1.0	-0.062
185	"ENSMUSG00000024924.15"	"Vldlr"	chr19	+	27222934	27224490	27222934	27223081	27224409	27224490	185	69,77,54,99	96,198,165,96	37,22,28	140,119,112	1477	149	1	1.0	0.068,0.038,0.032,0.094	0.026,0.018,0.025	0.035
190	"ENSMUSG00000024725.14"	"Ostf1"	chr19	-	18562005	18563989	18562005	18562107	18563910	18563989	190	5,14,23,4	98,122,107,60	27,4,15	98,94,101	1952	149	1	1.0	0.004,0.009,0.016,0.005	0.021,0.003,0.011	-0.003
191	"ENSMUSG00000024695.17"	"Zfp91"	chr19	-	12753358	12753826	12753358	12753437	12753775	12753826	191	11,10,26,14	290,402,315,361	5,5,6	364,374,353	487	149	1	1.0	0.011,0.008,0.025,0.012	0.004,0.004,0.005	0.01
200	"ENSMUSG00000024683.7"	"Mrpl16"	chr19	+	11748165	11750387	11748165	11748231	11750238	11750387	200	21,21,22,28	80,129,110,94	21,13,29	167,103,154	2156	149	1	1.0	0.018,0.011,0.014,0.02	0.009,0.009,0.013	0.005
203	"ENSMUSG00000075010.8"	"AW112010"	chr19	-	11024975	11025756	11024975	11025457	11025642	11025756	203	0,0,0,0	7,16,7,11	0,1,0	8,21,8	334	149	1	1.0	0.0,0.0,0.0,0.0	0.0,0.021,0.0	-0.007
205	"ENSMUSG00000024666.7"	"Tmem138"	chr19	-	10547843	10548968	10547843	10548632	10548892	10548968	205	22,30,17,16	34,47,36,32	20,33,23	41,32,40	409	149	1	1.0	0.191,0.189,0.147,0.154	0.151,0.273,0.173	-0.029
206	"ENSMUSG00000024668.9"	"Sdhaf2"	chr19	-	10494343	10494750	10494343	10494453	10494532	10494750	206	3,16,6,21	138,182,152,163	23,7,13	168,162,137	228	149	1	1.0	0.014,0.054,0.025,0.078	0.082,0.027,0.058	-0.013
207	"ENSMUSG00000024668.9"	"Sdhaf2"	chr19	-	10494343	10494750	10494343	10494453	10494683	10494750	207	97,172,125,135	24,19,12,37	143,167,137	32,37,16	379	149	1	1.0	0.614,0.781,0.804,0.589	0.637,0.64,0.771	0.014
208	"ENSMUSG00000036372.15"	"Tmem258"	chr19	+	10183787	10184664	10183787	10183897	10184527	10184664	208	28,62,32,32	233,485,239,266	51,10,28	393,319,281	779	149	1	1.0	0.022,0.024,0.025,0.022	0.024,0.006,0.019	0.007
209	"ENSMUSG00000024664.6"	"Fads3"	chr19	+	10031383	10031713	10031383	10031485	10031590	10031713	209	6,10,4,1	70,142,97,91	1,6,0	84,86,65	254	149	1	1.0	0.048,0.04,0.024,0.006	0.007,0.039,0.0	0.014
210	"ENSMUSG00000024661.8"	"Fth1"	chr19	+	9960067	9961691	9960067	9960347	9961616	9961691	210	5634,8456,6039,6128	1,6,5,3	8025,7834,7021	0,0,9	1418	149	1	1.0	0.998,0.993,0.992,0.995	1.0,1.0,0.988	-0.001
211	"ENSMUSG00000024661.8"	"Fth1"	chr19	+	9961544	9962049	9961544	9961691	9961923	9962049	211	48,125,54,81	12956,20101,13844,14952	82,70,58	18779,17656,15533	381	149	1	1.0	0.001,0.002,0.002,0.002	0.002,0.002,0.001	0.0
212	"ENSMUSG00000118100.4"	"Gm50340"	chr19	+	9878231	9880025	9878231	9878441	9879880	9880025	212	2,7,0,1	1,5,0,2	1,10,7	0,2,1	1588	149	1	1.0	0.158,0.116,NA,0.045	1.0,0.319,0.396	-0.465
214	"ENSMUSG00000071653.10"	"1810009A15Rik"	chr19	+	8866487	8867091	8866487	8866612	8867000	8867091	214	7,6,6,6	2,1,0,0	4,2,14	2,1,0	537	149	1	1.0	0.493,0.625,1.0,1.0	0.357,0.357,1.0	0.208
215	"ENSMUSG00000071655.13"	"Ubxn1"	chr19	+	8849371	8849651	8849371	8849478	8849581	8849651	215	8,15,12,19	336,412,285,309	6,6,13	412,328,345	252	149	1	1.0	0.014,0.021,0.024,0.035	0.009,0.011,0.022	0.01
216	"ENSMUSG00000071657.13"	"Bscl2"	chr19	+	8817898	8820454	8817898	8818788	8820372	8820454	216	58,85,56,30	251,349,202,197	24,64,28	277,268,332	1733	149	1	1.0	0.019,0.021,0.023,0.013	0.007,0.02,0.007	0.008
217	"ENSMUSG00000071657.13"	"Bscl2"	chr19	+	8822534	8823688	8822534	8822678	8823553	8823688	217	55,102,46,65	280,458,257,350	25,48,44	396,306,415	1024	149	1	1.0	0.028,0.031,0.025,0.026	0.009,0.022,0.015	0.012
219	"ENSMUSG00000071657.13"	"Bscl2"	chr19	+	8825030	8825346	8825030	8825097	8825277	8825346	219	37,29,26,18	174,198,131,134	16,12,4	225,170,187	329	149	1	1.0	0.088,0.062,0.082,0.057	0.031,0.031,0.01	0.048
220	"ENSMUSG00000042729.12"	"Wdr74"	chr19	+	8713350	8713661	8713350	8713457	8713539	8713661	220	23,23,26,17	90,104,78,52	19,16,15	119,81,103	231	149	1	1.0	0.142,0.125,0.177,0.174	0.093,0.113,0.086	0.057
221	"ENSMUSG00000108414.4"	"Snhg1"	chr19	+	8700850	8701553	8700850	8700870	8701504	8701553	221	54,44,39,61	7,2,2,1	40,21,17	4,4,0	783	149	1	1.0	0.595,0.807,0.788,0.921	0.656,0.5,1.0	0.059
224	"ENSMUSG00000108414.4"	"Snhg1"	chr19	+	8701504	8701847	8701504	8701553	8701766	8701847	224	13,10,25,5	52,34,25,39	13,6,6	48,55,37	362	149	1	1.0	0.093,0.108,0.292,0.05	0.1,0.043,0.063	0.067
225	"ENSMUSG00000108414.4"	"Snhg1"	chr19	+	8701504	8702085	8701504	8701553	8702035	8702085	225	36,33,51,34	0,0,0,0	24,22,18	0,0,1	631	149	1	1.0	1.0,1.0,1.0,1.0	1.0,1.0,0.81	0.063
226	"ENSMUSG00000108414.4"	"Snhg1"	chr19	+	8701504	8702085	8701504	8701847	8702035	8702085	226	29,26,29,27	64,74,46,82	11,16,14	86,101,66	337	149	1	1.0	0.167,0.134,0.218,0.127	0.054,0.065,0.086	0.093
227	"ENSMUSG00000108414.4"	"Snhg1"	chr19	+	8702035	8702410	8702035	8702085	8702377	8702410	227	25,59,29,22	56,91,54,100	39,27,13	81,82,65	441	149	1	1.0	0.131,0.18,0.154,0.069	0.14,0.1,0.063	0.032
228	"ENSMUSG00000108414.4"	"Snhg1"	chr19	+	8702377	8702620	8702377	8702410	8702585	8702620	228	24,30,14,16	66,93,55,99	24,18,4	87,102,70	324	149	1	1.0	0.143,0.129,0.105,0.069	0.113,0.075,0.026	0.04
229	"ENSMUSG00000108414.4"	"Snhg1"	chr19	+	8702377	8702887	8702377	8702620	8702848	8702887	229	31,50,32,30	65,112,63,95	14,9,18	87,98,65	377	149	1	1.0	0.159,0.15,0.167,0.111	0.06,0.035,0.099	0.082
230	"ENSMUSG00000108414.4"	"Snhg1"	chr19	+	8702631	8703190	8702631	8702887	8703145	8703190	230	33,59,43,63	63,122,65,114	14,26,28	91,96,85	407	149	1	1.0	0.161,0.15,0.195,0.168	0.053,0.09,0.108	0.085
231	"ENSMUSG00000108414.4"	"Snhg1"	chr19	+	8702848	8703466	8702848	8703190	8703430	8703466	231	51,42,35,43	46,117,68,106	26,43,32	78,76,80	389	149	1	1.0	0.298,0.121,0.165,0.134	0.113,0.178,0.133	0.038
233	"ENSMUSG00000108414.4"	"Snhg1"	chr19	+	8701504	8703807	8701504	8703466	8703602	8703807	233	37,36,24,65	70,123,63,95	16,28,16	67,58,78	285	149	1	1.0	0.217,0.133,0.166,0.263	0.111,0.202,0.097	0.058
236	"ENSMUSG00000024965.10"	"Fermt3"	chr19	-	6979124	6979820	6979124	6979249	6979580	6979820	236	2,9,2,0	10,13,1,14	3,0,4	8,5,14	480	149	1	1.0	0.058,0.177,0.383,0.0	0.104,0.0,0.081	0.093
237	"ENSMUSG00000024965.10"	"Fermt3"	chr19	-	6980189	6980448	6980189	6980314	6980398	6980448	237	0,0,1,0	8,3,3,0	0,4,2	22,3,9	233	149	1	1.0	0.0,0.0,0.176,NA	0.0,0.46,0.124	-0.136
238	"ENSMUSG00000024960.10"	"Plcb3"	chr19	-	6931748	6932130	6931748	6931835	6932072	6932130	238	7,13,4,6	51,74,48,72	5,16,14	104,56,82	386	149	1	1.0	0.05,0.064,0.031,0.031	0.018,0.099,0.062	-0.016
239	"ENSMUSG00000024960.10"	"Plcb3"	chr19	-	6932574	6933274	6932574	6932725	6933081	6933274	239	0,6,2,0	38,22,23,18	0,9,4	32,62,56	505	149	1	1.0	0.0,0.074,0.025,0.0	0.0,0.041,0.021	0.004
241	"ENSMUSG00000050623.6"	"Catsperz"	chr19	-	6900668	6900967	6900668	6900735	6900890	6900967	241	17,13,12,11	8,17,5,6	11,5,18	1,12,9	304	149	1	1.0	0.51,0.273,0.541,0.473	0.844,0.17,0.495	-0.054
242	"ENSMUSG00000050623.6"	"Catsperz"	chr19	-	6902161	6902517	6902161	6902280	6902366	6902517	242	37,55,39,37	0,2,0,0	38,54,30	0,0,0	235	149	1	1.0	1.0,0.946,1.0,1.0	1.0,1.0,1.0	-0.014
243	"ENSMUSG00000024953.18"	"Prdx5"	chr19	-	6884609	6885484	6884609	6884648	6885349	6885484	243	50,110,53,79	0,0,2,0	58,74,78	1,0,0	850	149	1	1.0	1.0,1.0,0.823,1.0	0.91,1.0,1.0	-0.014
246	"ENSMUSG00000024948.16"	"Map4k2"	chr19	+	6391773	6391997	6391773	6391864	6391932	6391997	246	52,82,41,50	125,199,100,109	20,21,45	121,145,116	217	149	1	1.0	0.222,0.221,0.22,0.24	0.102,0.09,0.21	0.092
247	"ENSMUSG00000024948.16"	"Map4k2"	chr19	+	6393831	6394109	6393831	6393913	6394001	6394109	247	37,19,3,16	156,236,167,141	19,1,26	151,144,133	237	149	1	1.0	0.13,0.048,0.011,0.067	0.073,0.004,0.109	0.002
248	"ENSMUSG00000024948.16"	"Map4k2"	chr19	+	6395606	6395866	6395606	6395640	6395757	6395866	248	11,3,23,12	149,174,120,130	38,7,11	153,129,130	266	149	1	1.0	0.04,0.01,0.097,0.049	0.122,0.029,0.045	-0.016
249	"ENSMUSG00000024948.16"	"Map4k2"	chr19	+	6396113	6396323	6396113	6396155	6396238	6396323	249	28,13,16,25	106,164,162,122	13,5,34	138,156,124	232	149	1	1.0	0.145,0.048,0.06,0.116	0.057,0.02,0.15	0.017
250	"ENSMUSG00000024948.16"	"Map4k2"	chr19	+	6402804	6403220	6402804	6402891	6403149	6403220	250	39,62,19,63	120,118,103,93	25,31,14	121,135,115	407	149	1	1.0	0.106,0.161,0.063,0.199	0.07,0.078,0.043	0.069
251	"ENSMUSG00000024787.15"	"Snx15"	chr19	-	6173859	6174218	6173859	6173980	6174182	6174218	251	52,55,36,61	96,127,105,65	26,42,40	139,167,132	351	149	1	1.0	0.187,0.155,0.127,0.285	0.074,0.096,0.114	0.094
252	"ENSMUSG00000024792.10"	"Zfpl1"	chr19	-	6132210	6132501	6132210	6132357	6132428	6132501	252	1,3,13,0	66,127,96,83	0,10,6	117,97,76	220	149	1	1.0	0.01,0.016,0.084,0.0	0.0,0.065,0.051	-0.011
253	"ENSMUSG00000024807.19"	"Syvn1"	chr19	+	6098304	6098637	6098304	6098397	6098484	6098637	253	3,0,2,1	142,154,102,102	7,3,2	122,171,191	236	149	1	1.0	0.013,0.0,0.012,0.006	0.035,0.011,0.007	-0.01
254	"ENSMUSG00000024807.19"	"Syvn1"	chr19	+	6098484	6098773	6098484	6098637	6098724	6098773	254	3,9,12,5	109,142,107,85	9,4,2	108,150,155	236	149	1	1.0	0.017,0.038,0.066,0.036	0.05,0.017,0.008	0.014
255	"ENSMUSG00000024807.19"	"Syvn1"	chr19	+	6099179	6099927	6099179	6099283	6099800	6099927	255	19,29,15,20	92,152,93,90	19,17,35	111,113,118	666	149	1	1.0	0.044,0.041,0.035,0.047	0.037,0.033,0.062	-0.002
256	"ENSMUSG00000024807.19"	"Syvn1"	chr19	+	6099179	6100121	6099179	6099927	6100021	6100121	256	13,17,3,7	121,190,121,112	2,4,1	173,147,128	243	149	1	1.0	0.062,0.052,0.015,0.037	0.007,0.016,0.005	0.032
257	"ENSMUSG00000024807.19"	"Syvn1"	chr19	+	6100551	6101099	6100551	6100715	6100970	6101099	257	12,15,7,18	51,107,100,93	12,18,15	68,117,102	404	149	1	1.0	0.08,0.049,0.025,0.067	0.061,0.054,0.051	-0.0
258	"ENSMUSG00000024807.19"	"Syvn1"	chr19	+	6100551	6101340	6100551	6100715	6101184	6101340	258	13,25,9,31	0,0,0,0	15,25,21	0,2,0	618	149	1	1.0	1.0,1.0,1.0,1.0	1.0,0.751,1.0	0.083
259	"ENSMUSG00000024807.19"	"Syvn1"	chr19	+	6100551	6101340	6100551	6101099	6101184	6101340	259	2,7,2,12	83,117,59,79	2,0,5	104,129,100	234	149	1	1.0	0.015,0.037,0.021,0.088	0.012,0.0,0.031	0.026
260	"ENSMUSG00000092274.6"	"Neat1"	chr19	-	5892326	5894786	5892326	5894462	5894605	5894786	260	355,394,378,245	21,19,18,11	322,258,378	18,15,13	292	149	1	1.0	0.896,0.914,0.915,0.919	0.901,0.898,0.937	-0.001
261	"ENSMUSG00000092274.6"	"Neat1"	chr19	-	5894605	5895508	5894605	5894786	5895393	5895508	261	839,818,706,519	3,0,0,0	784,605,754	0,0,0	756	149	1	1.0	0.982,1.0,1.0,1.0	1.0,1.0,1.0	-0.004
262	"ENSMUSG00000024926.11"	"Kat5"	chr19	-	5653041	5653743	5653041	5653580	5653661	5653743	262	24,18,15,29	242,308,179,236	42,38,26	293,249,290	230	149	1	1.0	0.06,0.036,0.051,0.074	0.085,0.09,0.055	-0.021
263	"ENSMUSG00000056185.6"	"Snx32"	chr19	-	5546343	5547053	5546343	5546430	5546968	5547053	263	196,324,232,307	0,0,6,0	140,141,128	0,0,0	687	149	1	1.0	1.0,1.0,0.893,1.0	1.0,1.0,1.0	-0.027
264	"ENSMUSG00000056185.6"	"Snx32"	chr19	-	5546343	5547053	5546343	5546430	5547013	5547053	264	209,368,252,322	181,238,180,148	144,156,141	214,201,234	732	149	0.354703647198	1.0	0.19,0.239,0.222,0.307	0.12,0.136,0.109	0.118
265	"ENSMUSG00000056185.6"	"Snx32"	chr19	-	5548207	5548534	5548207	5548329	5548423	5548534	265	54,69,58,49	191,239,184,152	47,26,35	249,206,257	243	149	1	1.0	0.148,0.15,0.162,0.165	0.104,0.072,0.077	0.072
266	"ENSMUSG00000056185.6"	"Snx32"	chr19	-	5548207	5548534	5548207	5548329	5548439	5548534	266	74,132,88,80	11,14,15,8	98,61,82	1,20,10	259	149	1	1.0	0.795,0.844,0.771,0.852	0.983,0.637,0.825	0.0
267	"ENSMUSG00000024906.11"	"Mus81"	chr19	-	5533482	5533693	5533482	5533586	5533662	5533693	267	26,12,5,5	53,76,21,20	18,37,1	51,46,57	225	149	1	1.0	0.245,0.095,0.136,0.142	0.189,0.348,0.011	-0.028
268	"ENSMUSG00000024906.11"	"Mus81"	chr19	-	5535515	5536142	5535515	5535653	5536056	5536142	268	32,70,42,13	47,69,44,52	32,35,21	65,49,25	552	149	1	1.0	0.155,0.215,0.205,0.063	0.117,0.162,0.185	0.005
269	"ENSMUSG00000024909.16"	"Efemp2"	chr19	+	5527589	5528348	5527589	5527712	5528228	5528348	269	10,15,5,1	1,0,0,0	19,1,9	0,0,0	665	149	1	1.0	0.691,1.0,1.0,1.0	1.0,1.0,1.0	-0.077
270	"ENSMUSG00000024914.17"	"Drap1"	chr19	-	5473358	5473681	5473358	5473447	5473587	5473681	270	8,9,9,18	937,1137,715,787	16,6,18	1086,960,1010	289	149	1	1.0	0.004,0.004,0.006,0.012	0.008,0.003,0.009	-0.0
271	"ENSMUSG00000024914.17"	"Drap1"	chr19	-	5474209	5474461	5474209	5474303	5474388	5474461	271	11,20,10,8	759,979,627,646	27,7,18	982,915,894	234	149	1	1.0	0.009,0.013,0.01,0.008	0.017,0.005,0.013	-0.002
274	"ENSMUSG00000117710.3"	"Gm10817"	chr19	+	5182791	5183622	5182791	5183078	5183323	5183622	274	24,42,24,33	0,0,0,0	20,26,22	0,0,1	394	149	1	1.0	1.0,1.0,1.0,1.0	1.0,1.0,0.893	0.036
276	"ENSMUSG00000024883.9"	"Rin1"	chr19	+	5101228	5101496	5101228	5101282	5101381	5101496	276	15,15,5,7	52,106,69,36	8,3,12	56,85,53	248	149	1	1.0	0.148,0.078,0.042,0.105	0.079,0.021,0.12	0.02
277	"ENSMUSG00000080268.5"	"Brms1"	chr19	+	5096677	5096939	5096677	5096757	5096842	5096939	277	13,7,7,4	78,61,60,48	6,18,7	93,63,73	234	149	1	1.0	0.096,0.068,0.069,0.05	0.039,0.154,0.058	-0.013
278	"ENSMUSG00000045903.10"	"Npas4"	chr19	-	5037342	5038376	5037342	5037478	5038102	5038376	278	8,18,2,21	0,6,7,19	19,10,16	7,8,2	773	149	1	1.0	1.0,0.366,0.052,0.176	0.343,0.194,0.607	0.017
279	"ENSMUSG00000063904.5"	"Dpp3"	chr19	-	4964607	4964962	4964607	4964728	4964837	4964962	279	11,12,9,0	80,133,98,88	8,6,0	141,145,134	258	149	1	1.0	0.074,0.05,0.05,0.0	0.032,0.023,0.0	0.025
280	"ENSMUSG00000063904.5"	"Dpp3"	chr19	-	4966725	4967114	4966725	4966838	4966919	4967114	280	0,1,0,0	72,92,85,96	0,0,0	110,76,82	230	149	1	1.0	0.0,0.007,0.0,0.0	0.0,0.0,0.0	0.002
281	"ENSMUSG00000083282.4"	"Ctsf"	chr19	+	4906097	4906336	4906097	4906182	4906274	4906336	281	25,29,24,19	187,236,199,192	13,25,9	308,219,247	241	149	1	1.0	0.076,0.071,0.069,0.058	0.025,0.066,0.022	0.031
282	"ENSMUSG00000083282.4"	"Ctsf"	chr19	+	4908619	4909550	4908619	4908700	4909430	4909550	282	74,79,47,75	207,178,140,155	47,64,43	198,202,179	879	149	1	1.0	0.057,0.07,0.054,0.076	0.039,0.051,0.039	0.021
285	"ENSMUSG00000024858.15"	"Grk2"	chr19	-	4337585	4338013	4337585	4337722	4337850	4338013	285	2,9,15,6	473,812,557,608	14,2,6	770,683,699	277	149	1	1.0	0.002,0.006,0.014,0.005	0.01,0.002,0.005	0.001
286	"ENSMUSG00000024858.15"	"Grk2"	chr19	-	4341266	4341669	4341266	4341358	4341617	4341669	286	33,37,24,10	448,765,429,513	2,31,28	595,582,633	408	149	1	1.0	0.026,0.017,0.02,0.007	0.001,0.019,0.016	0.005
287	"ENSMUSG00000034616.18"	"Ssh3"	chr19	-	4314341	4315177	4314341	4314488	4315130	4315177	287	242,298,320,273	20,46,25,25	143,203,144	23,9,21	791	149	1	1.0	0.695,0.55,0.707,0.673	0.539,0.809,0.564	0.019
288	"ENSMUSG00000034616.18"	"Ssh3"	chr19	-	4316402	4316665	4316402	4316474	4316549	4316665	288	14,0,17,8	79,82,37,51	4,13,5	24,69,52	224	149	1	1.0	0.105,0.0,0.234,0.094	0.1,0.111,0.06	0.018
289	"ENSMUSG00000034616.18"	"Ssh3"	chr19	-	4317774	4318610	4317774	4318006	4318572	4318610	289	71,75,75,101	30,43,45,26	32,60,68	47,25,32	715	149	1	1.0	0.33,0.267,0.258,0.447	0.124,0.333,0.307	0.071
290	"ENSMUSG00000040663.10"	"Clcf1"	chr19	+	4270231	4273544	4270231	4270398	4272127	4273544	290	28,37,28,29	2,0,0,0	14,25,17	0,0,0	1878	149	1	1.0	0.526,1.0,1.0,1.0	1.0,1.0,1.0	-0.119
291	"ENSMUSG00000024824.8"	"Rad9a"	chr19	-	4247337	4247585	4247337	4247402	4247475	4247585	291	14,18,8,7	22,27,9,16	9,14,14	17,27,37	222	149	1	1.0	0.299,0.309,0.374,0.227	0.262,0.258,0.203	0.061
292	"ENSMUSG00000024824.8"	"Rad9a"	chr19	-	4247337	4247779	4247337	4247585	4247669	4247779	292	0,4,2,2	31,42,18,13	0,0,0	25,48,33	233	149	1	1.0	0.0,0.057,0.066,0.09	0.0,0.0,0.0	0.053
294	"ENSMUSG00000075289.6"	"Carns1"	chr19	-	4220994	4221898	4220994	4221169	4221410	4221898	294	27,16,22,31	0,7,10,9	7,11,5	15,4,1	390	149	0.240334485476	1.0	1.0,0.466,0.457,0.568	0.151,0.512,0.656	0.183
295	"ENSMUSG00000024830.18"	"Rps6kb2"	chr19	-	4208608	4208918	4208608	4208716	4208801	4208918	295	62,52,51,43	3,0,2,1	33,21,12	2,0,1	234	149	1	1.0	0.929,1.0,0.942,0.965	0.913,1.0,0.884	0.027
296	"ENSMUSG00000024830.18"	"Rps6kb2"	chr19	-	4208608	4208918	4208608	4208716	4208827	4208918	296	69,58,66,50	7,18,11,14	38,36,21	30,11,17	260	149	0.0450926919227	1.0	0.85,0.649,0.775,0.672	0.421,0.652,0.414	0.241
297	"ENSMUSG00000024835.16"	"Coro1b"	chr19	+	4199340	4199984	4199340	4199543	4199861	4199984	297	14,25,10,21	121,196,143,154	5,12,9	217,169,174	467	149	1	1.0	0.036,0.039,0.022,0.042	0.007,0.022,0.016	0.02
298	"ENSMUSG00000024835.16"	"Coro1b"	chr19	+	4200088	4200620	4200088	4200218	4200438	4200620	298	12,14,21,7	207,349,199,224	13,9,14	302,215,293	369	149	1	1.0	0.023,0.016,0.041,0.012	0.017,0.017,0.019	0.005
300	"ENSMUSG00000024851.15"	"Pitpnm1"	chr19	+	4156711	4157975	4156711	4156962	4157785	4157975	300	338,465,321,419	270,488,241,197	256,310,367	349,344,403	972	149	1	1.0	0.161,0.127,0.17,0.246	0.101,0.121,0.122	0.061
301	"ENSMUSG00000024851.15"	"Pitpnm1"	chr19	+	4161581	4162014	4161581	4161698	4161865	4162014	301	36,58,74,88	355,594,346,323	11,33,40	504,446,411	316	149	1	1.0	0.046,0.044,0.092,0.114	0.01,0.034,0.044	0.045
302	"ENSMUSG00000060803.7"	"Gstp1"	chr19	-	4087103	4087396	4087103	4087191	4087289	4087396	302	3,8,6,5	651,738,451,505	2,2,11	866,618,679	247	149	1	1.0	0.003,0.006,0.008,0.006	0.001,0.002,0.01	0.001
303	"ENSMUSG00000024871.12"	"Doc2g"	chr19	+	4054322	4054648	4054322	4054432	4054512	4054648	303	0,2,0,1	12,26,28,34	0,0,0	47,15,25	229	149	1	1.0	0.0,0.048,0.0,0.019	0.0,0.0,0.0	0.017
304	"ENSMUSG00000086107.3"	"Gm16312"	chr19	-	4049719	4050818	4049719	4050008	4050456	4050818	304	14,30,5,13	1,0,0,0	15,29,8	0,0,0	597	149	1	1.0	0.777,1.0,1.0,1.0	1.0,1.0,1.0	-0.056
306	"ENSMUSG00000001750.17"	"Tcirg1"	chr19	-	3948547	3948875	3948547	3948638	3948717	3948875	306	0,0,1,0	26,34,12,24	0,0,0	41,24,33	228	149	1	1.0	0.0,0.0,0.052,0.0	0.0,0.0,0.0	0.013
307	"ENSMUSG00000001750.17"	"Tcirg1"	chr19	-	3951890	3952556	3951890	3952035	3952343	3952556	307	32,31,17,8	26,27,18,15	21,25,8	14,10,24	457	149	1	1.0	0.286,0.272,0.235,0.148	0.328,0.449,0.098	-0.056
308	"ENSMUSG00000001750.17"	"Tcirg1"	chr19	-	3953045	3953428	3953045	3953172	3953339	3953428	308	9,14,12,25	18,13,8,17	14,12,10	22,17,24	316	149	0.754502984129	1.0	0.191,0.337,0.414,0.409	0.231,0.25,0.164	0.123
309	"ENSMUSG00000024843.16"	"Chka"	chr19	+	3939879	3942213	3939879	3939988	3942106	3942213	309	141,254,188,200	169,287,222,233	151,198,201	242,271,221	2267	149	1	1.0	0.052,0.055,0.053,0.053	0.039,0.046,0.056	0.006
310	"ENSMUSG00000024908.16"	"Ppp6r3"	chr19	-	3533527	3537091	3533527	3534916	3536975	3537091	310	24,38,13,20	128,210,183,193	29,16,30	190,168,163	2208	149	1	1.0	0.012,0.012,0.005,0.007	0.01,0.006,0.012	-0.0
311	"ENSMUSG00000024614.8"	"Tmx3"	chr18	+	90551344	90552562	90551344	90551398	90552505	90552562	311	49,48,44,18	157,282,201,252	37,37,41	148,190,148	1256	149	1	1.0	0.036,0.02,0.025,0.008	0.029,0.023,0.032	-0.006
312	"ENSMUSG00000024645.6"	"Timm21"	chr18	-	84965958	84967416	84965958	84966064	84967318	84967416	312	107,201,136,176	0,3,7,5	56,99,53	0,6,4	1403	149	1	1.0	1.0,0.877,0.674,0.789	1.0,0.637,0.585	0.094
313	"ENSMUSG00000024645.6"	"Timm21"	chr18	-	84967318	84967577	84967318	84967416	84967514	84967577	313	28,24,12,17	30,56,16,32	32,35,19	20,38,26	247	149	0.802013915006	1.0	0.36,0.205,0.311,0.243	0.491,0.357,0.306	-0.105
323	"ENSMUSG00000024565.11"	"Sall3"	chr18	-	81014395	81017844	81014395	81014736	81014952	81017844	323	4,4,2,1	11,25,4,8	2,0,5	6,7,9	365	149	1	1.0	0.129,0.061,0.17,0.049	0.12,0.0,0.185	0.001
329	"ENSMUSG00000024561.12"	"Mbd1"	chr18	+	74410371	74410649	74410371	74410500	74410587	74410649	329	16,17,17,4	55,88,46,40	10,8,20	86,52,78	236	149	1	1.0	0.155,0.109,0.189,0.059	0.068,0.089,0.139	0.029
330	"ENSMUSG00000024560.8"	"Cxxc1"	chr18	+	74352201	74352638	74352201	74352309	74352453	74352638	330	27,55,35,21	87,100,80,80	43,27,46	100,92,87	293	149	1	1.0	0.136,0.219,0.182,0.118	0.179,0.13,0.212	-0.01
331	"ENSMUSG00000044906.7"	"4930503L19Rik"	chr18	-	70600405	70601588	70600405	70600556	70600829	70601588	331	33,45,56,64	6,6,6,9	27,33,33	10,9,13	422	149	0.0748964736967	1.0	0.66,0.726,0.767,0.715	0.488,0.564,0.473	0.209
332	"ENSMUSG00000044906.7"	"4930503L19Rik"	chr18	-	70600405	70601588	70600405	70600556	70601291	70601588	332	117,158,118,145	0,0,0,1	66,100,129	0,1,1	884	149	1	1.0	1.0,1.0,1.0,0.961	1.0,0.944,0.956	0.024
333	"ENSMUSG00000004317.15"	"Clcn5"	chrX	-	7027836	7029755	7027836	7028235	7029568	7029755	333	15,15,4,19	11,19,17,4	10,10,13	22,21,14	1482	149	1	1.0	0.121,0.074,0.023,0.323	0.044,0.046,0.085	0.077
