ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
9666	"ENSMUSG00000031256.12"	"Cstf2"	chrX	+	132963346	132963715	132963346	132963484	132967009	132967133
9667	"ENSMUSG00000031256.12"	"Cstf2"	chrX	+	132967009	132967133	132967009	132967129	132970593	132974026
9668	"ENSMUSG00000031256.12"	"Cstf2"	chrX	+	132968507	132968578	132968507	132968561	132970593	132974026
9669	"ENSMUSG00000031256.12"	"Cstf2"	chrX	+	132973426	132973769	132973426	132973513	132973884	132974026
9670	"ENSMUSG00000031256.12"	"Cstf2"	chrX	+	132973426	132973791	132973426	132973513	132973884	132974026
9671	"ENSMUSG00000031256.12"	"Cstf2"	chrX	+	132973426	132973791	132973426	132973769	132973884	132974026
9672	"ENSMUSG00000031256.12"	"Cstf2"	chrX	+	132973163	132973528	132973163	132973223	132973962	132974026
9673	"ENSMUSG00000031256.12"	"Cstf2"	chrX	+	132973426	132973528	132973426	132973513	132973962	132974026
9674	"ENSMUSG00000031256.12"	"Cstf2"	chrX	+	132981075	132981522	132981075	132981186	132981939	132982065
9675	"ENSMUSG00000031256.12"	"Cstf2"	chrX	+	132981939	132982172	132981939	132982065	132984980	132987568
9676	"ENSMUSG00000025531.15"	"Chm"	chrX	-	112094897	112095206	112095137	112095206	112050410	112050483
9677	"ENSMUSG00000025531.15"	"Chm"	chrX	-	112094897	112095206	112095137	112095206	112069200	112069267
9678	"ENSMUSG00000031246.15"	"Sh3bgrl"	chrX	+	108138970	108139243	108138970	108139210	108193520	108193706
9679	"ENSMUSG00000031231.5"	"Cox7b"	chrX	+	105059305	105059640	105059305	105059476	105063184	105063309
9680	"ENSMUSG00000031231.5"	"Cox7b"	chrX	+	105059582	105059825	105059582	105059640	105063184	105063309
9681	"ENSMUSG00000031231.5"	"Cox7b"	chrX	+	105059582	105059828	105059582	105059640	105063184	105063309
9682	"ENSMUSG00000031231.5"	"Cox7b"	chrX	+	105059582	105059828	105059582	105059825	105063184	105063309
9683	"ENSMUSG00000087174.10"	"5530601H04Rik"	chrX	-	104113605	104113668	104113666	104113668	104113216	104113281
9684	"ENSMUSG00000087174.10"	"5530601H04Rik"	chrX	-	104113610	104113696	104113666	104113696	104113216	104113281
9685	"ENSMUSG00000087174.10"	"5530601H04Rik"	chrX	-	104113612	104113668	104113666	104113668	104113216	104113281
9686	"ENSMUSG00000087174.10"	"5530601H04Rik"	chrX	-	104113642	104113720	104113666	104113720	104113216	104113281
9687	"ENSMUSG00000087174.10"	"5530601H04Rik"	chrX	-	104113647	104113705	104113666	104113705	104113216	104113281
9688	"ENSMUSG00000087174.10"	"5530601H04Rik"	chrX	-	104113666	104113702	104113670	104113702	104113216	104113281
9689	"ENSMUSG00000033965.11"	"Slc16a2"	chrX	-	102751360	102751811	102751594	102751811	102749989	102750001
9690	"ENSMUSG00000086370.12"	"Ftx"	chrX	-	102635408	102635495	102635455	102635495	102616105	102616167
9691	"ENSMUSG00000085715.4"	"Tsix"	chrX	+	102491249	102491581	102491249	102491577	102524880	102528563
9692	"ENSMUSG00000034055.17"	"Phka1"	chrX	-	101571339	101571723	101571672	101571723	101564359	101564530
9693	"ENSMUSG00000034055.17"	"Phka1"	chrX	-	101584717	101584847	101584771	101584847	101580789	101580891
9694	"ENSMUSG00000034055.17"	"Phka1"	chrX	-	101687452	101687852	101687641	101687852	101685826	101685985
9695	"ENSMUSG00000067567.13"	"Hdac8"	chrX	-	101476040	101476203	101476090	101476203	101472369	101472447
9696	"ENSMUSG00000067567.13"	"Hdac8"	chrX	-	101548445	101548687	101548550	101548687	101548004	101548057
9697	"ENSMUSG00000067567.13"	"Hdac8"	chrX	-	101548445	101548687	101548559	101548687	101548004	101548057
9698	"ENSMUSG00000067567.13"	"Hdac8"	chrX	-	101548550	101548687	101548559	101548687	101548004	101548057
9699	"ENSMUSG00000049191.13"	"Rtl5"	chrX	-	101110822	101111031	101110905	101111031	101110339	101110723
9700	"ENSMUSG00000049191.13"	"Rtl5"	chrX	-	101110822	101111206	101111133	101111206	101110339	101110723
9701	"ENSMUSG00000049191.13"	"Rtl5"	chrX	-	101110905	101111206	101111133	101111206	101110339	101110723
9702	"ENSMUSG00000034160.14"	"Ogt"	chrX	+	100706964	100707160	100706964	100707155	100707448	100707589
9703	"ENSMUSG00000034160.14"	"Ogt"	chrX	+	100711585	100711765	100711585	100711630	100713362	100713521
9704	"ENSMUSG00000034160.14"	"Ogt"	chrX	+	100713402	100713726	100713402	100713521	100716053	100716179
9705	"ENSMUSG00000034160.14"	"Ogt"	chrX	+	100716648	100716818	100716648	100716817	100716928	100717045
9706	"ENSMUSG00000034160.14"	"Ogt"	chrX	+	100716648	100716819	100716648	100716817	100716928	100717045
9707	"ENSMUSG00000034160.14"	"Ogt"	chrX	+	100716648	100716819	100716648	100716818	100716928	100717045
9708	"ENSMUSG00000034160.14"	"Ogt"	chrX	+	100716903	100717318	100716903	100717316	100719754	100719907
9709	"ENSMUSG00000031314.20"	"Taf1"	chrX	+	100576278	100576744	100576278	100576607	100577100	100577215
9710	"ENSMUSG00000031314.20"	"Taf1"	chrX	+	100592680	100592890	100592680	100592854	100593308	100593413
9711	"ENSMUSG00000031314.20"	"Taf1"	chrX	+	100596083	100596437	100596083	100596431	100596771	100596902
9712	"ENSMUSG00000031314.20"	"Taf1"	chrX	+	100606419	100606585	100606419	100606583	100607133	100607345
9713	"ENSMUSG00000031311.18"	"Nono"	chrX	+	100474098	100474171	100474098	100474158	100480814	100480983
9714	"ENSMUSG00000031311.18"	"Nono"	chrX	+	100486196	100486633	100486196	100486631	100486900	100487097
9715	"ENSMUSG00000031311.18"	"Nono"	chrX	+	100488311	100488423	100488311	100488396	100488900	100488940
9716	"ENSMUSG00000031310.17"	"Zmym3"	chrX	-	100449502	100449619	100449510	100449619	100447989	100449409
9717	"ENSMUSG00000031310.17"	"Zmym3"	chrX	-	100458625	100459012	100458793	100459012	100458353	100458504
9718	"ENSMUSG00000079487.12"	"Med12"	chrX	+	100325343	100325716	100325343	100325488	100326006	100326125
9719	"ENSMUSG00000079487.12"	"Med12"	chrX	+	100325655	100325716	100325655	100325706	100326006	100326125
9720	"ENSMUSG00000079487.12"	"Med12"	chrX	+	100327273	100327641	100327273	100327405	100327751	100327979
9721	"ENSMUSG00000079487.12"	"Med12"	chrX	+	100337030	100337236	100337030	100337227	100337401	100337476
9722	"ENSMUSG00000079487.12"	"Med12"	chrX	+	100337401	100337618	100337401	100337614	100337693	100337781
9723	"ENSMUSG00000000881.13"	"Dlg3"	chrX	+	99856942	99857044	99856942	99857042	99857809	99857982
9724	"ENSMUSG00000000881.13"	"Dlg3"	chrX	+	99856942	99857075	99856942	99857042	99857809	99857982
9725	"ENSMUSG00000000881.13"	"Dlg3"	chrX	+	99856942	99857075	99856942	99857044	99857809	99857982
9726	"ENSMUSG00000031221.8"	"Igbp1"	chrX	+	99537960	99538371	99537960	99538162	99538510	99543003
9727	"ENSMUSG00000034403.17"	"Pja1"	chrX	-	98511728	98511914	98511744	98511914	98509343	98511188
9728	"ENSMUSG00000034403.17"	"Pja1"	chrX	-	98513452	98513941	98513797	98513941	98509719	98512206
9729	"ENSMUSG00000034403.17"	"Pja1"	chrX	-	98513797	98513941	98513851	98513941	98511728	98511920
9730	"ENSMUSG00000034403.17"	"Pja1"	chrX	-	98513797	98514278	98514222	98514278	98511728	98511920
9731	"ENSMUSG00000034403.17"	"Pja1"	chrX	-	98513851	98514278	98514222	98514278	98511728	98511920
9732	"ENSMUSG00000057421.13"	"Las1l"	chrX	-	94980977	94981125	94980981	94981125	94978940	94979255
9733	"ENSMUSG00000057421.13"	"Las1l"	chrX	-	94990016	94990164	94990018	94990164	94984429	94984554
9734	"ENSMUSG00000057421.13"	"Las1l"	chrX	-	95000080	95000492	95000263	95000492	94999480	94999606
9735	"ENSMUSG00000079508.9"	"Apoo"	chrX	+	93425716	93425836	93425716	93425810	93431270	93431325
9736	"ENSMUSG00000035476.10"	"Tab3"	chrX	+	84671765	84671888	84671765	84671867	84674011	84678075
9737	"ENSMUSG00000016382.16"	"Pls3"	chrX	-	74918600	74918788	74918653	74918788	74870478	74870559
9738	"ENSMUSG00000016382.16"	"Pls3"	chrX	-	74918600	74918705	74918653	74918705	74917943	74917985
9739	"ENSMUSG00000031202.6"	"Rab39b"	chrX	-	74621398	74621837	74621508	74621837	74615651	74618613
9740	"ENSMUSG00000031197.12"	"Vbp1"	chrX	+	74564968	74565035	74564968	74565034	74566865	74566964
9741	"ENSMUSG00000031197.12"	"Vbp1"	chrX	+	74564968	74565399	74564968	74565034	74566865	74566964
9742	"ENSMUSG00000031197.12"	"Vbp1"	chrX	+	74564968	74565399	74564968	74565035	74566865	74566964
9743	"ENSMUSG00000031201.18"	"Brcc3"	chrX	+	74493574	74493751	74493574	74493748	74494289	74497607
9744	"ENSMUSG00000031200.17"	"Mtcp1"	chrX	-	74460017	74460194	74460143	74460194	74459620	74459819
9745	"ENSMUSG00000031196.14"	"F8"	chrX	-	74253969	74254146	74253975	74254146	74216324	74216616
9746	"ENSMUSG00000031196.14"	"F8"	chrX	-	74411651	74411826	74411704	74411826	74409607	74409730
9747	"ENSMUSG00000031196.14"	"F8"	chrX	-	74425760	74425897	74425763	74425897	74423092	74423182
9748	"ENSMUSG00000031196.14"	"F8"	chrX	-	74425760	74426221	74426100	74426221	74423092	74423182
9749	"ENSMUSG00000031402.13"	"Mpp1"	chrX	-	74168633	74169055	74168976	74169055	74167501	74167587
9750	"ENSMUSG00000031400.11"	"G6pdx"	chrX	-	73454353	73454598	73454362	73454598	73454188	73454265
9751	"ENSMUSG00000031399.16"	"Fam3a"	chrX	-	73430027	73430154	73430056	73430154	73428907	73429041
9752	"ENSMUSG00000015290.16"	"Ubl4a"	chrX	-	73411297	73411515	73411306	73411515	73411070	73411192
9753	"ENSMUSG00000031398.14"	"Plxna3"	chrX	+	73377351	73377705	73377351	73377452	73377830	73377954
9754	"ENSMUSG00000031398.14"	"Plxna3"	chrX	+	73377351	73377734	73377351	73377452	73377830	73377954
9755	"ENSMUSG00000031398.14"	"Plxna3"	chrX	+	73377351	73377734	73377351	73377705	73377830	73377954
9756	"ENSMUSG00000031398.14"	"Plxna3"	chrX	+	73382895	73383231	73382895	73382994	73383380	73383484
9757	"ENSMUSG00000031398.14"	"Plxna3"	chrX	+	73385141	73385354	73385141	73385284	73385526	73385677
9758	"ENSMUSG00000001962.9"	"Fam50a"	chrX	+	73358282	73358770	73358282	73358767	73359032	73359178
9759	"ENSMUSG00000001962.9"	"Fam50a"	chrX	+	73358469	73358767	73358469	73358569	73359032	73359178
9760	"ENSMUSG00000001962.9"	"Fam50a"	chrX	+	73358469	73358770	73358469	73358569	73359032	73359178
9761	"ENSMUSG00000015291.11"	"Gdi1"	chrX	+	73349433	73349703	73349433	73349484	73350184	73350292
9762	"ENSMUSG00000015291.11"	"Gdi1"	chrX	+	73350450	73350842	73350450	73350550	73351277	73351867
9763	"ENSMUSG00000015291.11"	"Gdi1"	chrX	+	73350708	73350843	73350708	73350842	73351277	73351867
9764	"ENSMUSG00000015291.11"	"Gdi1"	chrX	+	73351277	73351476	73351277	73351410	73351735	73351867
9765	"ENSMUSG00000015291.11"	"Gdi1"	chrX	+	73352681	73352858	73352681	73352781	73353568	73353740
9766	"ENSMUSG00000015291.11"	"Gdi1"	chrX	+	73353457	73353740	73353457	73353738	73353995	73354140
9767	"ENSMUSG00000009995.18"	"Tafazzin"	chrX	+	73325517	73325651	73325517	73325646	73326323	73326491
9768	"ENSMUSG00000009995.18"	"Tafazzin"	chrX	+	73326302	73326722	73326302	73326491	73326877	73327006
9769	"ENSMUSG00000009995.18"	"Tafazzin"	chrX	+	73327253	73327399	73327253	73327299	73327537	73327920
9770	"ENSMUSG00000009995.18"	"Tafazzin"	chrX	+	73331610	73331825	73331610	73331705	73332056	73332119
9771	"ENSMUSG00000019088.15"	"Dnase1l1"	chrX	-	73325628	73325939	73325840	73325939	73320644	73320948
9772	"ENSMUSG00000001964.15"	"Emd"	chrX	+	73298292	73298539	73298292	73298477	73298813	73298921
9773	"ENSMUSG00000001964.15"	"Emd"	chrX	+	73298292	73298639	73298292	73298477	73298813	73298921
9774	"ENSMUSG00000001964.15"	"Emd"	chrX	+	73298292	73298639	73298292	73298539	73298813	73298921
9775	"ENSMUSG00000001964.15"	"Emd"	chrX	+	73298421	73298610	73298421	73298477	73298813	73298921
9776	"ENSMUSG00000001964.15"	"Emd"	chrX	+	73298421	73298610	73298421	73298539	73298813	73298921
9777	"ENSMUSG00000001964.15"	"Emd"	chrX	+	73299058	73299145	73299058	73299136	73299348	73299482
9778	"ENSMUSG00000031328.17"	"Flna"	chrX	-	73268357	73268561	73268436	73268561	73267394	73267583
9779	"ENSMUSG00000031328.17"	"Flna"	chrX	-	73274111	73274359	73274284	73274359	73273906	73274002
9780	"ENSMUSG00000031328.17"	"Flna"	chrX	-	73280727	73280845	73280746	73280845	73280348	73280611
9781	"ENSMUSG00000031328.17"	"Flna"	chrX	-	73284018	73284156	73284037	73284156	73283810	73283934
9782	"ENSMUSG00000031328.17"	"Flna"	chrX	-	73284018	73284156	73284073	73284156	73283810	73283934
9783	"ENSMUSG00000031328.17"	"Flna"	chrX	-	73284037	73284156	73284073	73284156	73283810	73283934
9784	"ENSMUSG00000031387.15"	"Renbp"	chrX	-	72971878	72971964	72971884	72971964	72971418	72971594
9785	"ENSMUSG00000031388.15"	"Naa10"	chrX	-	72963107	72963508	72963359	72963508	72961448	72961533
9786	"ENSMUSG00000031388.15"	"Naa10"	chrX	-	72965266	72965434	72965303	72965434	72964877	72964976
9787	"ENSMUSG00000031388.15"	"Naa10"	chrX	-	72965266	72965434	72965361	72965434	72964877	72964976
9788	"ENSMUSG00000031388.15"	"Naa10"	chrX	-	72965303	72965434	72965361	72965434	72964877	72964976
9789	"ENSMUSG00000031391.19"	"L1cam"	chrX	-	72899748	72899886	72899862	72899886	72899364	72899437
9790	"ENSMUSG00000031391.19"	"L1cam"	chrX	-	72904325	72904450	72904329	72904450	72904044	72904155
9791	"ENSMUSG00000031391.19"	"L1cam"	chrX	-	72907764	72907935	72907765	72907935	72906762	72906874
9792	"ENSMUSG00000031391.19"	"L1cam"	chrX	-	72909222	72909422	72909324	72909422	72908029	72908152
9793	"ENSMUSG00000031391.19"	"L1cam"	chrX	-	72909324	72909766	72909660	72909766	72908029	72908152
9794	"ENSMUSG00000031385.15"	"Plxnb3"	chrX	+	72803004	72803196	72803004	72803189	72803499	72803679
9795	"ENSMUSG00000031385.15"	"Plxnb3"	chrX	+	72807409	72807753	72807409	72807712	72807967	72808119
9796	"ENSMUSG00000031385.15"	"Plxnb3"	chrX	+	72810546	72810786	72810546	72810653	72810896	72811058
9797	"ENSMUSG00000031385.15"	"Plxnb3"	chrX	+	72810546	72810996	72810546	72810786	72811126	72811787
9798	"ENSMUSG00000031385.15"	"Plxnb3"	chrX	+	72810896	72811058	72810896	72810996	72811126	72811787
9799	"ENSMUSG00000031385.15"	"Plxnb3"	chrX	+	72812849	72813311	72812849	72813067	72813395	72813492
9800	"ENSMUSG00000031385.15"	"Plxnb3"	chrX	+	72814700	72814874	72814700	72814848	72815016	72815081
9801	"ENSMUSG00000031385.15"	"Plxnb3"	chrX	+	72815148	72815413	72815148	72815224	72815751	72816120
9802	"ENSMUSG00000031385.15"	"Plxnb3"	chrX	+	72815351	72815426	72815351	72815413	72815751	72816120
9803	"ENSMUSG00000031378.15"	"Abcd1"	chrX	+	72774399	72774563	72774399	72774494	72777614	72777760
9804	"ENSMUSG00000019558.15"	"Slc6a8"	chrX	+	72723598	72724038	72723598	72724029	72724110	72724281
9805	"ENSMUSG00000019558.15"	"Slc6a8"	chrX	+	72723598	72724043	72723598	72724029	72724110	72724281
9806	"ENSMUSG00000019558.15"	"Slc6a8"	chrX	+	72723598	72724043	72723598	72724038	72724110	72724281
9807	"ENSMUSG00000031376.16"	"Atp2b3"	chrX	+	72588668	72588848	72588668	72588843	72588970	72589058
9808	"ENSMUSG00000031376.16"	"Atp2b3"	chrX	+	72588668	72588851	72588668	72588843	72588970	72589058
9809	"ENSMUSG00000031376.16"	"Atp2b3"	chrX	+	72588668	72588851	72588668	72588848	72588970	72589058
9810	"ENSMUSG00000031376.16"	"Atp2b3"	chrX	+	72590367	72590831	72590367	72590827	72591248	72591440
9811	"ENSMUSG00000031376.16"	"Atp2b3"	chrX	+	72603091	72603478	72603091	72603475	72613839	72614611
9812	"ENSMUSG00000031376.16"	"Atp2b3"	chrX	+	72603091	72603556	72603091	72603475	72613839	72614611
9813	"ENSMUSG00000031376.16"	"Atp2b3"	chrX	+	72603091	72603556	72603091	72603478	72613839	72614611
9814	"ENSMUSG00000031376.16"	"Atp2b3"	chrX	+	72603469	72603623	72603469	72603475	72613839	72614611
9815	"ENSMUSG00000031376.16"	"Atp2b3"	chrX	+	72603469	72603623	72603469	72603478	72613839	72614611
9816	"ENSMUSG00000031376.16"	"Atp2b3"	chrX	+	72603469	72603623	72603469	72603556	72613839	72614611
9817	"ENSMUSG00000031374.14"	"Zfp92"	chrX	+	72454701	72455031	72454701	72454796	72455293	72455336
9818	"ENSMUSG00000031365.14"	"Zfp275"	chrX	+	72386226	72386410	72386226	72386357	72388442	72388518
9819	"ENSMUSG00000031365.14"	"Zfp275"	chrX	+	72386226	72386576	72386226	72386357	72388442	72388518
9820	"ENSMUSG00000031365.14"	"Zfp275"	chrX	+	72386226	72386576	72386226	72386410	72388442	72388518
9821	"ENSMUSG00000073125.11"	"Xlr3b"	chrX	+	72235812	72236012	72235812	72235855	72237775	72237912
9822	"ENSMUSG00000073125.11"	"Xlr3b"	chrX	+	72235812	72236037	72235812	72235855	72237775	72237912
9823	"ENSMUSG00000073125.11"	"Xlr3b"	chrX	+	72235812	72236037	72235812	72236012	72237775	72237912
9824	"ENSMUSG00000073125.11"	"Xlr3b"	chrX	+	72243351	72243490	72243351	72243450	72245455	72245551
9825	"ENSMUSG00000073125.11"	"Xlr3b"	chrX	+	72243351	72243737	72243351	72243450	72245455	72245551
9826	"ENSMUSG00000073125.11"	"Xlr3b"	chrX	+	72243351	72243737	72243351	72243490	72245455	72245551
9827	"ENSMUSG00000057836.13"	"Xlr3a"	chrX	-	72138401	72138584	72138429	72138584	72137788	72137858
9828	"ENSMUSG00000057836.13"	"Xlr3a"	chrX	-	72138401	72138584	72138551	72138584	72137788	72137858
9829	"ENSMUSG00000057836.13"	"Xlr3a"	chrX	-	72138401	72138584	72138566	72138584	72137788	72137858
9830	"ENSMUSG00000031343.14"	"Gabra3"	chrX	-	71700028	71700454	71700260	71700454	71596282	71596457
9831	"ENSMUSG00000031343.14"	"Gabra3"	chrX	-	71700028	71700454	71700282	71700454	71596282	71596457
9832	"ENSMUSG00000031343.14"	"Gabra3"	chrX	-	71700260	71700454	71700282	71700454	71596282	71596457
9833	"ENSMUSG00000073139.10"	"Tmem185a"	chrX	-	69520303	69520748	69520583	69520748	69513723	69513900
9834	"ENSMUSG00000035847.16"	"Ids"	chrX	-	69403554	69403694	69403596	69403694	69401872	69402043
9835	"ENSMUSG00000000838.18"	"Fmr1"	chrX	+	67755836	67756071	67755836	67756019	67756846	67756929
9836	"ENSMUSG00000138314.1"	"ENSMUSG00000138314"	chrX	-	67721650	67721974	67721842	67721974	67720619	67720731
9837	"ENSMUSG00000046699.15"	"Slitrk4"	chrX	-	63319169	63319428	63319179	63319428	63317624	63317696
9838	"ENSMUSG00000046699.15"	"Slitrk4"	chrX	-	63319169	63319428	63319407	63319428	63317624	63317696
9839	"ENSMUSG00000046699.15"	"Slitrk4"	chrX	-	63319179	63319428	63319407	63319428	63317624	63317696
9840	"ENSMUSG00000046699.15"	"Slitrk4"	chrX	-	63320299	63320602	63320405	63320602	63317624	63317696
9841	"ENSMUSG00000031239.6"	"Itm2a"	chrX	-	106446708	106446982	106446711	106446982	106443172	106443304
9842	"ENSMUSG00000031137.18"	"Fgf13"	chrX	-	58612855	58613181	58613123	58613181	58612499	58612708
9843	"ENSMUSG00000031137.18"	"Fgf13"	chrX	-	58613123	58613431	58613343	58613431	58612499	58612708
9844	"ENSMUSG00000031134.17"	"Rbmx"	chrX	-	56435391	56435595	56435423	56435595	56434778	56434931
9845	"ENSMUSG00000031134.17"	"Rbmx"	chrX	-	56437799	56438157	56438055	56438157	56436926	56437058
9846	"ENSMUSG00000120773.1"	"Gm32113"	chrX	-	139286242	139286643	139286443	139286643	139284325	139285872
9847	"ENSMUSG00000025630.9"	"Hprt1"	chrX	+	52077013	52077127	52077013	52077124	52087967	52088074
9848	"ENSMUSG00000025630.9"	"Hprt1"	chrX	+	52101153	52101238	52101153	52101171	52105223	52105306
9849	"ENSMUSG00000062184.12"	"Hs6st2"	chrX	-	50769555	50769963	50769773	50769963	50769054	50769285
9850	"ENSMUSG00000085396.10"	"Firre"	chrX	-	49656416	49656484	49656429	49656484	49653689	49653844
9851	"ENSMUSG00000085396.10"	"Firre"	chrX	-	49661884	49661973	49661929	49661973	49658926	49659168
9852	"ENSMUSG00000085396.10"	"Firre"	chrX	-	49661884	49662228	49662100	49662228	49658926	49659168
9853	"ENSMUSG00000085396.10"	"Firre"	chrX	-	49661929	49662228	49662100	49662228	49658926	49659168
9854	"ENSMUSG00000085396.10"	"Firre"	chrX	-	49691399	49691795	49691710	49691795	49689645	49689775
9855	"ENSMUSG00000085396.10"	"Firre"	chrX	-	49692315	49692402	49692316	49692402	49689645	49689775
9856	"ENSMUSG00000085396.10"	"Firre"	chrX	-	49697354	49697436	49697392	49697436	49689645	49689775
9857	"ENSMUSG00000085396.10"	"Firre"	chrX	-	49697392	49697691	49697563	49697691	49689645	49689775
9858	"ENSMUSG00000085396.10"	"Firre"	chrX	-	49697354	49697436	49697392	49697436	49692315	49692402
9859	"ENSMUSG00000085396.10"	"Firre"	chrX	-	49697392	49697691	49697563	49697691	49692315	49692402
9860	"ENSMUSG00000085396.10"	"Firre"	chrX	-	49697347	49697436	49697354	49697436	49694884	49695039
9861	"ENSMUSG00000085396.10"	"Firre"	chrX	-	49697347	49697436	49697392	49697436	49694952	49695039
9862	"ENSMUSG00000085396.10"	"Firre"	chrX	-	49697392	49697691	49697563	49697691	49694952	49695039
9863	"ENSMUSG00000085396.10"	"Firre"	chrX	-	49697347	49697436	49697392	49697436	49695839	49695981
